chr1	1110000	1160000	chr1	1180000	1320000	1.4585060509610553e-37
chr1	2180000	2230000	chr1	2300000	2600000	3.961221129537853e-58
chr1	2380000	2430000	chr1	2530000	2700000	3.0605019045383063e-12
chr1	3050000	3100000	chr1	3260000	3460000	8.287699963941948e-11
chr1	3430000	3480000	chr1	3720000	3890000	4.824729183191796e-09
chr1	3880000	3930000	chr1	5830000	5980000	2.234699141983843e-05
chr1	5490000	5540000	chr1	5830000	5990000	3.759797047590185e-08
chr1	6240000	6290000	chr1	6300000	6480000	4.887531434649244e-43
chr1	6780000	6830000	chr1	6840000	7280000	1.562536600883293e-20
chr1	7640000	7690000	chr1	7880000	8040000	1.1796250237607969e-07
chr1	7980000	8030000	chr1	8250000	8380000	2.06810818272109e-23
chr1	8530000	8580000	chr1	8670000	8880000	0.0014124653288329527
chr1	8720000	8770000	chr1	8790000	8890000	1.5013877597916142e-08
chr1	8910000	8960000	chr1	8960000	9140000	7.9496993545753e-21
chr1	9250000	9300000	chr1	9420000	9630000	4.004269177707393e-76
chr1	9600000	9650000	chr1	9670000	9920000	2.7677076737650546e-24
chr1	9940000	9990000	chr1	10000000	10200000	1.6504294827036204e-17
chr1	10490000	10540000	chr1	10600000	11000000	2.8555352837350744e-70
chr1	11010000	11060000	chr1	11600000	12080000	5.763199634984814e-23
chr1	11630000	11680000	chr1	11720000	11830000	0.015558655094981454
chr1	13640000	13690000	chr1	13790000	14000000	7.825111020331881e-14
chr1	13950000	14000000	chr1	15030000	15130000	5.6900569892340005e-05
chr1	14890000	14940000	chr1	14980000	15110000	6.04274915131063e-12
chr1	15110000	15160000	chr1	15210000	15560000	1.0334815291155936e-68
chr1	15310000	15360000	chr1	15370000	15480000	4.996632668851648e-34
chr1	15580000	15630000	chr1	15670000	15790000	1.4879411605599745e-18
chr1	15760000	15810000	chr1	15940000	16110000	1.142302601348223e-25
chr1	16070000	16120000	chr1	16140000	16270000	7.448853547621432e-33
chr1	16530000	16580000	chr1	16640000	16790000	3.2035909889546867e-29
