chr2	9790000	9840000	chr2	9940000	10110000	3.1221189243961292e-09
chr2	11810000	11860000	chr2	12270000	12440000	0.015518098089716405
chr2	16610000	16640000	chr2	16700000	16790000	1.0119498078900864e-07
chr2	20420000	20470000	chr2	20570000	20680000	3.7789703718158455e-09
chr2	20640000	20690000	chr2	20900000	21060000	2.01465468883101e-14
chr2	21150000	21160000	chr2	22140000	22200000	0.04837364154032922
chr2	23800000	23850000	chr2	24020000	24180000	1.2897938348044232e-05
chr2	24960000	25010000	chr2	25080000	25180000	0.004410192522524304
chr2	27070000	27120000	chr2	27200000	27340000	5.1450104033043014e-05
chr2	28560000	28610000	chr2	28740000	28850000	0.0069123156695900575
chr2	34850000	34860000	chr2	35480000	35540000	0.019430445517439787
chr2	34980000	35010000	chr2	35540000	35620000	0.0031240279054849038
chr2	37380000	37430000	chr2	37790000	37920000	3.24948083899836e-17
chr2	38270000	38320000	chr2	38500000	38600000	0.004913320901207044
chr2	38560000	38610000	chr2	38670000	38770000	9.48986418024635e-07
chr2	39040000	39090000	chr2	39110000	39280000	2.145974684962698e-08
chr2	41830000	41880000	chr2	42030000	42130000	7.109351708775984e-07
chr2	42070000	42120000	chr2	42230000	42390000	2.644651985909975e-05
chr2	42810000	42860000	chr2	43520000	43650000	7.771396639972002e-05
chr2	44960000	45010000	chr2	45430000	45580000	4.760203481207827e-07
chr2	45620000	45670000	chr2	45760000	46010000	8.958034118050467e-13
chr2	46440000	46490000	chr2	46600000	46720000	3.0143925804502545e-05
chr2	47330000	47340000	chr2	47380000	47440000	9.193752177498026e-05
chr2	48090000	48140000	chr2	48360000	48490000	1.1273350348187079e-11
chr2	51840000	51850000	chr2	52700000	52780000	7.359400314791879e-06
chr2	54500000	54550000	chr2	54630000	54740000	2.3009003206852486e-07
chr2	63660000	63710000	chr2	63800000	63940000	0.016592441161763106
chr2	64310000	64360000	chr2	64430000	64620000	4.465114526579033e-09
chr2	65240000	65270000	chr2	65530000	65610000	0.00027038108942943373
chr2	69000000	69050000	chr2	69230000	69360000	0.01841943274494654
chr2	69710000	69760000	chr2	69770000	69940000	1.0772413190880536e-15
chr2	69890000	69940000	chr2	70030000	70310000	5.571859948130634e-19
chr2	74210000	74260000	chr2	74330000	74450000	0.0002722233923405615
chr2	74690000	74720000	chr2	74840000	74920000	0.002585560251910621
chr2	74890000	74940000	chr2	75130000	75250000	0.009460137183064854
chr2	75040000	75070000	chr2	75400000	75480000	0.020153527542325446
chr2	75460000	75490000	chr2	75580000	75660000	8.251432864897566e-05
chr2	76340000	76350000	chr2	77110000	77190000	0.01328256203681273
chr2	78660000	78710000	chr2	78930000	79040000	0.040960842866408366
chr2	82780000	82790000	chr2	83960000	84030000	0.0015510286486308895
chr2	84460000	84510000	chr2	84830000	84940000	0.0008259539627926015
chr2	85030000	85080000	chr2	85230000	85340000	2.523586528387155e-05
chr2	86190000	86240000	chr2	86340000	86490000	0.0034403933928132016
chr2	88580000	88610000	chr2	88630000	88710000	8.26631979498814e-10
chr2	89010000	89060000	chr2	90110000	90260000	3.674369500356583e-21
chr2	90320000	90370000	chr2	91410000	91510000	1.1841842719462337e-09
chr2	97800000	97810000	chr2	98150000	98210000	0.00021444616591345027
chr2	98380000	98430000	chr2	98530000	98650000	0.0010040566716370306
chr2	98630000	98680000	chr2	98780000	98880000	0.00017535454334245972
chr2	100990000	101040000	chr2	101180000	101350000	0.009043676930390501
chr2	101400000	101450000	chr2	101790000	101890000	0.003834183074838946
chr2	101980000	102030000	chr2	102190000	102310000	0.011606934237179335
chr2	105090000	105140000	chr2	105190000	105310000	2.9398983228427815e-07
chr2	109530000	109560000	chr2	109670000	109790000	5.4798757641116616e-08
chr2	109980000	110030000	chr2	110310000	110410000	1.3121597685247133e-24
chr2	111860000	111910000	chr2	111990000	112100000	0.00030399305363413887
chr2	112720000	112770000	chr2	112850000	113010000	4.975277409157596e-22
chr2	113580000	113630000	chr2	113680000	113780000	0.00014283898245074348
chr2	116520000	116550000	chr2	117120000	117250000	0.01768539349911093
chr2	117460000	117490000	chr2	117730000	117810000	0.004729800281502556
chr2	117800000	117850000	chr2	117910000	118050000	4.18352796254384e-07
chr2	118200000	118230000	chr2	118830000	118910000	0.033530065255188354
chr2	118610000	118620000	chr2	118750000	118830000	0.008947653503366456
chr2	118860000	118910000	chr2	119180000	119350000	6.401392779389528e-07
chr2	121500000	121550000	chr2	121660000	121780000	0.0002845838944292816
chr2	130080000	130130000	chr2	131110000	131260000	7.447350043987549e-19
chr2	131390000	131420000	chr2	132160000	132240000	0.03235981676888008
chr2	133860000	133910000	chr2	134390000	134510000	0.0017131487541618838
chr2	134090000	134140000	chr2	134360000	134470000	0.0003450165291321876
chr2	134980000	135030000	chr2	135670000	135790000	0.0019812333197248115
chr2	135880000	135930000	chr2	136330000	136450000	5.464478112087672e-06
chr2	136110000	136160000	chr2	136300000	136410000	0.0025504959793355973
chr2	138230000	138240000	chr2	138550000	138610000	0.04476363041821838
chr2	139080000	139090000	chr2	140300000	140380000	1.1785120953496801e-05
chr2	141670000	141680000	chr2	141770000	141840000	0.0037383389882911177
chr2	143090000	143140000	chr2	143180000	143310000	7.643000348951447e-10
chr2	144390000	144400000	chr2	145830000	145930000	0.0003224818595647665
chr2	149570000	149620000	chr2	151190000	151310000	0.0002817024353873816
chr2	151270000	151300000	chr2	151370000	151460000	0.0001184996685295853
chr2	152160000	152210000	chr2	152580000	152700000	1.363311139611584e-06
chr2	156300000	156350000	chr2	156540000	156640000	0.005406088240374112
chr2	157290000	157340000	chr2	157430000	157640000	4.008300695051203e-07
chr2	158870000	158920000	chr2	159100000	159230000	1.3378722868784924e-06
chr2	162150000	162160000	chr2	162570000	162630000	0.02555512154840888
chr2	164980000	165030000	chr2	165170000	165340000	0.004273047208863991
chr2	166520000	166570000	chr2	167170000	167300000	0.0004831998500435933
chr2	168320000	168370000	chr2	168630000	168830000	3.624717230980282e-15
chr2	170930000	170980000	chr2	171500000	171600000	0.011578112064462449
chr2	171140000	171170000	chr2	171290000	171450000	0.0001067836604506414
chr2	173000000	173050000	chr2	173200000	173300000	0.0235623787622046
chr2	175660000	175710000	chr2	176040000	176140000	0.007718283033587603
chr2	176100000	176150000	chr2	176590000	176710000	5.856110746197945e-05
chr2	178090000	178140000	chr2	178260000	178550000	0.007932563942806814
chr2	180100000	180150000	chr2	181000000	181100000	0.0013487106539176092
chr2	181060000	181110000	chr2	181460000	181770000	3.0687060989631924e-10
chr2	185390000	185400000	chr2	186770000	186900000	0.004839137001795602
chr2	186840000	186890000	chr2	187440000	187540000	0.0340252478967332
chr2	190060000	190110000	chr2	190290000	190430000	0.0009223017410005594
chr2	191020000	191070000	chr2	191130000	191250000	0.0001890270597324709
chr2	191540000	191590000	chr2	191660000	191850000	9.301465683617547e-15
chr2	192400000	192410000	chr2	192720000	192820000	0.002865161432890758
chr2	194530000	194560000	chr2	195240000	195330000	0.007934006666025119
chr2	197080000	197130000	chr2	197300000	197420000	1.1559889134837595e-06
chr2	199950000	200000000	chr2	200410000	200580000	3.2548899519119034e-18
chr2	200870000	200920000	chr2	201150000	201260000	0.00028923265741646144
chr2	202560000	202610000	chr2	202790000	202940000	1.0300619594799296e-06
chr2	204530000	204540000	chr2	204960000	205080000	0.0004862644940407977
chr2	205750000	205800000	chr2	205860000	205970000	0.018109436077974383
chr2	207720000	207770000	chr2	207970000	208110000	3.4799891290658277e-07
chr2	209960000	210010000	chr2	210150000	210250000	1.2833032079288358e-09
